,Location,count,mean,std,min,25%,50%,75%,max,address
3268,N/S 15TH - PATTER. TO FERRY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 15TH - PATTER. TO FERRY
3269,N/S 15TH - PATTERSON TO FERRY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 15TH - PATTERSON TO FERRY
3270,N/S 15TH - PATTERSON TO HILYARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 15TH - PATTERSON TO HILYARD
3271,N/S 15TH - PEARL TO OAK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 15TH - PEARL TO OAK
3272,N/S 15TH - VILLARD TO MOSS,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 15TH - VILLARD TO MOSS
3273,N/S 15TH - WALNUT TO ORCHARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 15TH - WALNUT TO ORCHARD
3274,N/S 15TH HILYARD TO PATTERSON,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 15TH HILYARD TO PATTERSON
3275,N/S 16TH  - MILL TO HIGH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH  - MILL TO HIGH
3276,N/S 16TH - ALDER TO HILYARD,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH - ALDER TO HILYARD
3277,N/S 16TH - HILYARD TO PATTER.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH - HILYARD TO PATTER.
3278,N/S 16TH - HILYARD TO PATTERSON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH - HILYARD TO PATTERSON
3279,N/S 16TH - MILL TO HIGH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH - MILL TO HIGH
3280,N/S 16TH - OAK TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH - OAK TO WILLAMETTE
3281,N/S 16TH - PATTERSON TO FERRY,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH - PATTERSON TO FERRY
3282,N/S 16TH OAK TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH OAK TO WILLAMETTE
3283,N/S 16TH PATTERSON TO FERRY,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 16TH PATTERSON TO FERRY
3284,N/S 16TH- HILYARD TO PATTERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 16TH- HILYARD TO PATTERSON
3285,N/S 17 - MOSS TO AGATE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 17 - MOSS TO AGATE
3286,N/S 17TH  - COLUMBIA TO AGATE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH  - COLUMBIA TO AGATE
3287,N/S 17TH  - MOSS TO AGATE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH  - MOSS TO AGATE
3288,N/S 17TH - ALDER TO HILYARD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH - ALDER TO HILYARD
3289,N/S 17TH - COLUM. TO AGATE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH - COLUM. TO AGATE
3290,N/S 17TH - COLUMBIA TO AGATE,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH - COLUMBIA TO AGATE
3291,N/S 17TH - HILYARD TO PATTERSON,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH - HILYARD TO PATTERSON
3292,N/S 17TH - MOSS TO AGATE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 17TH - MOSS TO AGATE
3293,N/S 17TH - MOSS TO COLUMBIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH - MOSS TO COLUMBIA
3294,N/S 17TH - PATTERSON TO FERRY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 17TH - PATTERSON TO FERRY
3295,N/S 17TH- HILYARD TO PATTERSON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 17TH- HILYARD TO PATTERSON
3296,N/S 18 - UNIV. TO ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 18 - UNIV. TO ALDER
3297,N/S 18 UNIVERSITY -ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 18 UNIVERSITY -ALDER
3298,N/S 18TH - AGATE - UNIV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 18TH - AGATE - UNIV
3299,N/S 18TH - AGATE TO UNIV.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 18TH - AGATE TO UNIV.
3300,N/S 18TH - AGATE TO UNIVERSITY,6.0,4.0,9.79795897113,0.0,0.0,0.0,0.0,24.0,N/S 18TH - AGATE TO UNIVERSITY
3301,N/S 18TH - UNIV. TO ALDER,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 18TH - UNIV. TO ALDER
3302,N/S 18TH - UNIVERSITY TO ALDER,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 18TH - UNIVERSITY TO ALDER
3303,N/S 18TH POTTER TO HARRIS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 18TH POTTER TO HARRIS
3304,N/S 18TH UNIV. TO ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 18TH UNIV. TO ALDER
3305,N/S 19TH - AGATE TO EMERALD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 19TH - AGATE TO EMERALD
3306,N/S 19TH - EMERALD TO ONYX,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 19TH - EMERALD TO ONYX
3307,N/S 19TH - HILYARD TO PATTERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 19TH - HILYARD TO PATTERSON
3308,N/S 19TH - ONYX TO UNIV.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 19TH - ONYX TO UNIV.
3309,N/S 19TH - ONYX TO UNIVER.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 19TH - ONYX TO UNIVER.
3310,N/S 19TH - ONYX TO UNIVERSITY,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 19TH - ONYX TO UNIVERSITY
3311,N/S 19TH - POTTER TO HARRIS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 19TH - POTTER TO HARRIS
3312,N/S 20TH  HARRIS TO KINCAID,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 20TH  HARRIS TO KINCAID
3313,N/S 20TH -  ONYX TO UNIVERSITY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 20TH -  ONYX TO UNIVERSITY
3314,N/S 20TH - AGATE TO EMERALD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 20TH - AGATE TO EMERALD
3315,N/S 20TH - HARRIS TO KINCAID,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 20TH - HARRIS TO KINCAID
3316,N/S 20TH - HILYARD TO PATTERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 20TH - HILYARD TO PATTERSON
3317,N/S 20TH - UNIVER. TO POTTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 20TH - UNIVER. TO POTTER
3318,N/S 21ST - UNIVERSITY TO POTTER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 21ST - UNIVERSITY TO POTTER
3319,N/S 21ST EMERALD TO ONYX,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 21ST EMERALD TO ONYX
3320,N/S 22ND - AGATE TO EMERALD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 22ND - AGATE TO EMERALD
3321,N/S 22ND - ALDER TO HILYARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 22ND - ALDER TO HILYARD
3322,N/S 22ND - HARRIS TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 22ND - HARRIS TO KINCAID
3323,N/S 22ND - HILYARD TO PATTERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 22ND - HILYARD TO PATTERSON
3324,N/S 22ND- EMERALD TO ONYX,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 22ND- EMERALD TO ONYX
3325,N/S 23RD - UNIVERSITY TO POTTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 23RD - UNIVERSITY TO POTTER
3326,N/S 23RD UNIVERSITY TO POTTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 23RD UNIVERSITY TO POTTER
3327,N/S 2ND - HIGH TO PEARL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 2ND - HIGH TO PEARL
3328,N/S 2ND - PEARL TO HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 2ND - PEARL TO HIGH
3329,N/S 3400 BLK KINSROW @ COMMONS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 3400 BLK KINSROW @ COMMONS
3330,N/S 3RD - HIGH TO PEARL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 3RD - HIGH TO PEARL
3331,N/S 4TH - HIGH TO PEARL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 4TH - HIGH TO PEARL
3332,N/S 4TH - MONROE TO ADAMS,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 4TH - MONROE TO ADAMS
3333,N/S 5TH - LINCOLN TO LAWR.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 5TH - LINCOLN TO LAWR.
3334,N/S 5TH - LINCOLN TO LAWRENCE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 5TH - LINCOLN TO LAWRENCE
3335,N/S 5TH - WILLIAMETTE TO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 5TH - WILLIAMETTE TO
3336,N/S 5TH -LINCOLN TO LAWRENCE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 5TH -LINCOLN TO LAWRENCE
3337,N/S 8TH - HIGH TO PEARL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S 8TH - HIGH TO PEARL
3338,N/S 8TH - OAK TO WILLAMETTE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 8TH - OAK TO WILLAMETTE
3339,N/S 8TH - PEARL TO OAK,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,N/S 8TH - PEARL TO OAK
3340,N/S 8TH - W/PARK - 7TH TO WILL.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 8TH - W/PARK - 7TH TO WILL.
3341,N/S 8TH - W/PARK 7TH TO WILL.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 8TH - W/PARK 7TH TO WILL.
3342,N/S 8TH -PEARL TO OAK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 8TH -PEARL TO OAK
3343,N/S 8TH AVE LAWRENCE ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & LAWRENCE
3344,N/S 8TH PEARL -OAK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S 8TH PEARL -OAK
3345,N/S ALLEY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S ALLEY
3346,N/S ALLEY 22ND AVE/23RD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S ALLEY 22ND AVE/23RD
3347,N/S ALLEY WILLAMETTE/OLI,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S ALLEY WILLAMETTE/OLI
3348,N/S BRDWY - WASH TO JEFFERSON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S BRDWY - WASH TO JEFFERSON
3349,N/S BRDWY -OLIVE TO CHARNELTON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S BRDWY -OLIVE TO CHARNELTON
3350,N/S BROADWAY - OAK TO WILL.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S BROADWAY - OAK TO WILL.
3351,N/S BROADWAY - PEARL TO OAK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S BROADWAY - PEARL TO OAK
3352,N/S BROADWAY - WILLAMETTE TO OLIVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S BROADWAY - WILLAMETTE TO OLIVE
3353,N/S BROADWAY WILLAMETTE -OLIVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S BROADWAY WILLAMETTE -OLIVE
3354,N/S BROADWAY WILLAMETTE-OLIVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S BROADWAY WILLAMETTE-OLIVE
3355,N/S GARDEN - WALNUT TO MOSS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S GARDEN - WALNUT TO MOSS
3356,N/S GARDEN - WALNUT TO VILLARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S GARDEN - WALNUT TO VILLARD
3357,N/S GARDEN AVE. - WILL. TO VIL,1.0,90.0,,90.0,90.0,90.0,90.0,90.0,N/S GARDEN AVE. - WILL. TO VIL
3358,N/S GARDEN WALNUT -MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S GARDEN WALNUT -MOSS
3359,N/S GARDEN- WALNUT TO MOSS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S GARDEN- WALNUT TO MOSS
3360,N/S KINSROW - MLK TO CHASE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S KINSROW - MLK TO CHASE
3361,N/S KINSROW - MLK TO MARCHE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S KINSROW - MLK TO MARCHE
3362,N/S KINSROW -MLK TO MARCHE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S KINSROW -MLK TO MARCHE
3363,N/S SOUTH PARK - 0 BLOCK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S SOUTH PARK - 0 BLOCK
3364,N/S SOUTH PARK 0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S SOUTH PARK 0
3365,N/S SOUTH PARK 1 EAST BLK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S SOUTH PARK 1 EAST BLK
3366,N/S SOUTH PARK ZERO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S SOUTH PARK ZERO
3367,N/S SOUTH PARK ZERO BLK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/S SOUTH PARK ZERO BLK
3368,N/S SOUTH PARK ZERO BLOCK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/S SOUTH PARK ZERO BLOCK
3369,N/X 14TH - KINCAID TO ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,N/X 14TH - KINCAID TO ALDER
3370,NO VISIBLE PERMIT,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NO VISIBLE PERMIT
3371,NORTH DELTA CENTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NORTH DELTA CENTER
3372,NORTH END OF N. TERRY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NORTH END OF N. TERRY
3373,NORTH OF AGATE / 15TH AVENUE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NORTH OF AGATE / 15TH AVENUE
3374,NORWOOD / CARMEL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NORWOOD / CARMEL
3375,NORWOOD AND CARMEL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NORWOOD AND CARMEL
3376,NS/ SOUTH PARK ZERO BLK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NS/ SOUTH PARK ZERO BLK
3377,NTOM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,NTOM
3378,OAK -  5TH AVE 6TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK -  5TH AVE 6TH
3379,OAK - 5TH TO 6TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK - 5TH TO 6TH
3380,OAK - 6TH TO 5TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK - 6TH TO 5TH
3381,OAK - 8TH TO 7TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OAK - 8TH TO 7TH
3382,OAK PATCH RD 5TH AVE 6TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OAK PATCH RD 5TH AVE 6TH
3383,OAK ST - 11TH TO 10TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK ST - 11TH TO 10TH
3384,OAK ST - 17TH TO 16TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,16TH & OAK
3385,OAK ST - 7TH TO 6TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6TH & OAK
3386,OAK ST 10TH AVE 11TH AVE,45.0,6.75555555556,16.9881717615,0.0,0.0,0.0,0.0,100.0,10TH & OAK
3387,OAK ST 11TH AVE 12TH AVE,46.0,4.95652173913,9.32131731687,0.0,0.0,0.0,0.0,24.0,11TH & OAK
3388,OAK ST 11TH AVE 13TH AVE,55.0,3.49090909091,8.22118475573,0.0,0.0,0.0,0.0,24.0,11TH & OAK
3389,OAK ST 12TH AVE 13TH AVE,24.0,3.0,8.10796709631,0.0,0.0,0.0,0.0,24.0,12TH & OAK
3390,OAK ST 13TH AVE 14TH AVE,58.0,3.8275862069,9.0401403712,0.0,0.0,0.0,0.0,30.0,13TH & OAK
3391,OAK ST 1483,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,OAK ST 1483
3392,OAK ST 14TH AVE 15TH AVE,17.0,5.29411764706,10.3668022184,0.0,0.0,0.0,0.0,30.0,14TH & OAK
3393,OAK ST 15TH AVE 16TH AVE,27.0,5.33333333333,10.1678225488,0.0,0.0,0.0,0.0,24.0,15TH & OAK
3394,OAK ST 16TH AVE 17TH AVE,30.0,1.6,6.08899516086,0.0,0.0,0.0,0.0,24.0,16TH & OAK
3395,OAK ST 5TH AVE 655 E 11T,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,5TH & OAK
3396,OAK ST 5TH AVE 6TH AVE,147.0,4.85714285714,9.68829261009,0.0,0.0,0.0,0.0,30.0,5TH & OAK
3397,OAK ST 6TH AVE 5TH AVE,103.0,2.33009708738,6.94006321596,0.0,0.0,0.0,0.0,24.0,6TH & OAK
3398,OAK ST 6TH AVE 7TH AVE,177.0,3.52542372881,8.22694284639,0.0,0.0,0.0,0.0,24.0,6TH & OAK
3399,OAK ST 7TH AVE 6TH AVE,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,7TH & OAK
3400,OAK ST 7TH AVE 8TH AVE,295.0,4.88813559322,9.62340338813,0.0,0.0,0.0,0.0,24.0,7TH & OAK
3401,OAK ST 7TH AVE 9TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7TH & OAK
3402,OAK ST 7TH TO 6TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK ST 7TH TO 6TH
3403,OAK ST 8TH AVE 790 E 14T,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,8TH & OAK
3404,OAK ST 8TH AVE 7TH AVE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & OAK
3405,OAK ST 8TH AVE BROADWAY,105.0,2.4,7.13819628154,0.0,0.0,0.0,0.0,24.0,8TH & OAK
3406,OAK ST 8TH AVE SOUTH PAR,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TH & OAK
3407,OAK ST BETWEEN 16TH AVE AND 15TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,16TH & OAK
3408,OAK ST BETWEEN 7TH AND 6TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6TH & OAK
3409,OAK ST BROADWAY ST 10TH,125.0,3.08,7.92668014143,0.0,0.0,0.0,0.0,25.0,BROADWAY & OAK
3410,OAK ST SOUTH PARK-0E BRO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK ST SOUTH PARK-0E BRO
3411,OAK ST SOUTH PARK-1E BRO,41.0,3.43902439024,8.09335771015,0.0,0.0,0.0,0.0,24.0,OAK ST SOUTH PARK-1E BRO
3412,OAK ST SOUTH PARK-1E OAK,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK ST SOUTH PARK-1E OAK
3413,OAK ST. - 8TH AND 7TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OAK ST. - 8TH AND 7TH
3414,OAK- 6TH TO 7TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAK- 6TH TO 7TH
3415,OAKWAY - BED/BATH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAKWAY - BED/BATH
3416,OAKWAY / BORDERS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAKWAY / BORDERS
3417,OAKWAY CENTER,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OAKWAY CENTER
3418,OAKWAY CENTER (BORDERS),1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAKWAY CENTER (BORDERS)
3419,OAKWAY CENTER BORDERS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAKWAY CENTER BORDERS
3420,OAKWAY CNTR NEAR BORDERS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAKWAY CNTR NEAR BORDERS
3421,OAKWAY MALL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OAKWAY MALL
3422,OAKWAY MALL - BORDERS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OAKWAY MALL - BORDERS
3423,OLIVE - 6TH TO 5TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE - 6TH TO 5TH
3424,OLIVE GARDEN -VALLEY RIVER WAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE GARDEN -VALLEY RIVER WAY
3425,OLIVE ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST
3426,OLIVE ST  TO WILLAMETTE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,OLIVE ST  TO WILLAMETTE
3427,OLIVE ST - 10TH TO BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST - 10TH TO BROADWAY
3428,OLIVE ST - 8TH TO BROADWAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST - 8TH TO BROADWAY
3429,OLIVE ST 10TH AVE 8TH AV,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,10TH & OLIVE
3430,OLIVE ST 10TH AVE BROADW,59.0,2.4406779661,7.31618702849,0.0,0.0,0.0,0.0,24.0,10TH & OLIVE
3431,OLIVE ST 11TH AVE 10TH A,67.0,3.0447761194,8.38004996698,0.0,0.0,0.0,0.0,30.0,11TH & OLIVE
3432,OLIVE ST 11TH AVE 13TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,11TH & OLIVE
3433,OLIVE ST 11TH AVE 14TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,11TH & OLIVE
3434,OLIVE ST 13TH AVE 12TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & OLIVE
3435,OLIVE ST 13TH AVE 14TH A,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & OLIVE
3436,OLIVE ST 13TH AVE 15TH A,58.0,1.24137931034,5.36169109493,0.0,0.0,0.0,0.0,24.0,13TH & OLIVE
3437,OLIVE ST 13TH AVE 16TH A,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,13TH & OLIVE
3438,OLIVE ST 14TH AVE 13TH A,32.0,4.5,9.51738646695,0.0,0.0,0.0,0.0,24.0,14TH & OLIVE
3439,OLIVE ST 14TH AVE 15TH A,3.0,18.0,15.8745078664,0.0,12.0,24.0,27.0,30.0,14TH & OLIVE
3440,OLIVE ST 1559,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST 1559
3441,OLIVE ST 15TH AVE 16TH A,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,15TH & OLIVE
3442,OLIVE ST 1610,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST 1610
3443,OLIVE ST 16TH AVE 15TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,16TH & OLIVE
3444,OLIVE ST 16TH AVE 17TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16TH & OLIVE
3445,OLIVE ST 17TH AVE 16TH A,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17TH & OLIVE
3446,OLIVE ST 17TH AVE 18TH A,14.0,2.14285714286,8.01783725737,0.0,0.0,0.0,0.0,30.0,17TH & OLIVE
3447,OLIVE ST 18TH AVE 17TH A,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0,18TH & OLIVE
3448,OLIVE ST 18TH AVE 19TH A,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18TH & OLIVE
3449,OLIVE ST 5TH AVE 6TH AVE,174.0,2.34482758621,7.02896992298,0.0,0.0,0.0,0.0,24.0,5TH & OLIVE
3450,OLIVE ST 6TH AVE 5TH AVE,135.0,1.77777777778,6.13610147354,0.0,0.0,0.0,0.0,24.0,6TH & OLIVE
3451,OLIVE ST 6TH AVE 7TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6TH & OLIVE
3452,OLIVE ST 7TH AVE 8TH AVE,44.0,3.27272727273,8.33140217229,0.0,0.0,0.0,0.0,24.0,7TH & OLIVE
3453,OLIVE ST 8TH AVE 10TH AV,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,8TH & OLIVE
3454,OLIVE ST 8TH AVE 7TH AVE,51.0,2.82352941176,7.80949648147,0.0,0.0,0.0,0.0,24.0,8TH & OLIVE
3455,OLIVE ST 8TH AVE BROADWA,125.0,3.936,8.72495863748,0.0,0.0,0.0,0.0,24.0,8TH & OLIVE
3456,OLIVE ST BETWEEN 10TH -11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST BETWEEN 10TH -11TH
3457,OLIVE ST BETWEEN 6TH/5TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE ST BETWEEN 6TH/5TH
3458,OLIVE ST BROADWAY ST 10T,46.0,5.21739130435,10.0086918747,0.0,0.0,0.0,0.0,24.0,BROADWAY & OLIVE
3459,OLIVE ST BROADWAY ST 8TH,131.0,5.49618320611,10.1233728385,0.0,0.0,0.0,0.0,24.0,BROADWAY & OLIVE
3460,OLIVE ST BROADWAY TO 8TH,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,OLIVE ST BROADWAY TO 8TH
3461,OLIVE ST. - BROAD. TO 8TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,8TH & OLIVE
3462,OLIVE- 6TH TO 5TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,OLIVE- 6TH TO 5TH
3463,ON 15TH - WALNUT TO ORCHARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ON 15TH - WALNUT TO ORCHARD
3464,ON RAMP TO I-105 EB,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,ON RAMP TO I-105 EB
3465,ONYX BETWEEN 23RD & 24TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,ONYX BETWEEN 23RD & 24TH
